,date,dayNum,dayOfWeek,yearFreq,seasonal,weekly,forecast,low80,low95,high80,high95
0,2015-01-01,2364,Thursday,0.0,0.894858692698967,1.08693005499815,680541524.0005785,680541441.8351153,680541398.3393505,680541606.1660532,680541649.6618292
1,2015-01-02,2365,Friday,0.0027397260273972603,0.911635166783465,1.0369855396693,680617713.8852282,680617453.9975003,680617316.421289,680617973.7730459,680618111.3493915
2,2015-01-03,2366,Saturday,0.005479452054794521,0.927897785303992,0.807623750643029,680693672.3682557,680693114.8852682,680692819.7717847,680694229.8517022,680694524.965796
3,2015-01-04,2367,Sunday,0.00821917808219178,0.948175094906537,0.801906689518095,680769397.1330465,680768403.8130298,680767877.9817696,680770390.454508,680770916.2877114
4,2015-01-05,2368,Monday,0.010958904109589001,0.9652129187647851,1.1078862971981498,680844885.904472,680843302.2679272,680842463.9428706,680846469.5447019,680847307.8746928
5,2015-01-06,2369,Tuesday,0.0136986301369863,0.9786989124005799,1.1060495266977801,680920136.4488796,680917793.299044,680916552.9137139,680922479.6067761,680923720.0029061
6,2015-01-07,2370,Wednesday,0.0164383561643836,0.992908980677528,1.09593455209108,680995146.573998,680991861.1581056,680990121.9704013,680998432.0057458,681000171.2146728
7,2015-01-08,2371,Thursday,0.0191780821917808,1.007018774068,1.0870276167831898,681069914.1288993,681065491.0592661,681063149.6392623,681074337.2272562,681076678.6857227
8,2015-01-09,2372,Friday,0.0219178082191781,1.02015680973863,1.0370754749587199,681144437.0039052,681138669.0129596,681135615.642767,681150205.043694,681153258.4792854
9,2015-01-10,2373,Saturday,0.0246575342465753,1.0314091445926898,0.807461043502482,681218713.1305345,681211381.7033352,681207500.7121503,681226044.6366413,681229925.733477
10,2015-01-11,2374,Sunday,0.0273972602739726,1.0398319157707199,0.8016386149276109,681292740.4814368,681283616.3959365,681278786.4462923,681301864.6891389,681306694.8023934
11,2015-01-12,2375,Monday,0.0301369863013699,1.04321184311687,1.1079902115500402,681366517.070297,681355360.8655635,681349455.2014579,681377673.4576992,681383579.3663893
12,2015-01-13,2376,Tuesday,0.0328767123287671,1.0421495177645301,1.10612378612754,681440040.9517757,681426603.338935,681419490.00365,681453478.8296101,681460592.5196995
13,2015-01-14,2377,Wednesday,0.0356164383561644,1.03994883378885,1.09600614798206,681513310.2214313,681497332.448056,681488874.4773817,681529288.3694074,681537746.8416573
